username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
antoineclement,2015-12-02 15:24,0,0,#Republicans offer prayers. They should offer more restrictive #gunlaws . #SanBernadinoShooting,,,#Republicans #gunlaws #SanBernadinoShooting,672194658966093824,https://twitter.com/antoineclement/status/672194658966093824
edensnanny,2015-12-03 20:25,0,0,#SanBernadinoShooting pic.twitter.com/rcoOMQewVn,,,#SanBernadinoShooting,672632818023841794,https://twitter.com/edensnanny/status/672632818023841794
tahoetervuren,2015-12-03 07:59,1,0,#SanBernadinoShooting NOW HEAR THIS! gun control will NOT stop criminals from getting weapons! For gawd sakes wake up!,,,#SanBernadinoShooting,672444949191725056,https://twitter.com/tahoetervuren/status/672444949191725056
Renegade98,2015-12-03 18:17,1,1,"San Bernardino: The latest site for America's unending gunfight - ONE NATION, UNDER THE GUN - LA Times #SanBernadinoShooting #SanBernadino",,,#SanBernadinoShooting #SanBernadino,672600598085165056,https://twitter.com/Renegade98/status/672600598085165056
EconomyRadio,2015-12-03 19:12,0,0,"#POTUS Congress, gun rights leaders, lobbyists of @NRA TIME to talk about REAL solution #SanBernadinoShooting pic.twitter.com/we9yfHA87h",,@NRA,#POTUS #SanBernadinoShooting,672614322879639555,https://twitter.com/EconomyRadio/status/672614322879639555
CHINDORTHY,2015-12-03 11:36,0,0,"San Bernardino Shooter -- Family Plagued By Violence: Turns out the family of Syed Farook , the San Bernardino shooter, was in constan...",,,,672499680249450496,https://twitter.com/CHINDORTHY/status/672499680249450496
RedotZone,2015-12-04 01:44,0,0,San Bernardino Shooter Syed Farook — Moments After Final Gun Battle (PHOTO) http://www. redotzone.com/san-bernardino -shooter-syed-farook-moments-after-final-gun-battle-photo/ …,,,,672713004266340352,https://twitter.com/RedotZone/status/672713004266340352
daniellecraigTV,2015-12-03 05:16,0,0,While you were sleeping - PD revealed suspects in #SanBernadinoShooting were in a relationship. Still looking for #motive #nw12am @KDRV,,@KDRV,#SanBernadinoShooting #motive #nw12am,672404114622439424,https://twitter.com/daniellecraigTV/status/672404114622439424
JohnnyCauthen,2015-12-03 20:09,0,0,Syed Farook Wrote Of Spending His Free Time At Mosque | The Daily Caller via @DailyCaller http:// dailycaller.com/2015/12/03/sye d-farook-wrote-of-spending-his-free-time-at-mosque-and-memorizing-the-quran/ … pic.twitter.com/4HTprIAZrz,,@DailyCaller,,672628668959752193,https://twitter.com/JohnnyCauthen/status/672628668959752193
Sthrnrepblond31,2015-12-04 14:44,3,4,Poor little Grandma lived in an IED factory and didn't even know it. #FarookAttorney #SanBernadinoShooting,,,#FarookAttorney #SanBernadinoShooting,672909279729463300,https://twitter.com/Sthrnrepblond31/status/672909279729463300
terrijo61,2015-12-02 15:29,0,0,One dead in the street. One wounded in the back of the SUV. One still on the run #SanBernadino #SanBernadinoShooting,,,#SanBernadino #SanBernadinoShooting,672195819353845760,https://twitter.com/terrijo61/status/672195819353845760
PilarSanmart,2015-12-06 04:39,0,0,"¿Quiénes eran Syed Rizwan Farook y Tashfeen Malik, los atacantes de San Bernardino? http:// cnn.it/1PLR8ds",,,,673481935130259456,https://twitter.com/PilarSanmart/status/673481935130259456
socialmediaCMO,2015-12-03 15:19,0,0,San Bernardino shooting: Syed Farook 'used social media to contact extremists watched by the FBI' -… http:// dlvr.it/Cw0Dp9 #socialmedia,,,#socialmedia,672555683548532738,https://twitter.com/socialmediaCMO/status/672555683548532738
KimberlyNips1,2015-12-03 12:06,0,0,@2AFight maybe this would fit the liberal agenda #Liberals #SanBernadinoShooting #MuslimKillers #SanBernadino https:// twitter.com/scrowder/statu s/672503636627329024 …,,@2AFight,#Liberals #SanBernadinoShooting #MuslimKillers #SanBernadino,672507247923036160,https://twitter.com/KimberlyNips1/status/672507247923036160
PAINFULTRUTHDAY,2015-12-03 14:32,0,0,#guns #immigration #2ndAmendment #SanBernadinoShooting #smart It's not guns...its YOU http:// top10terroristfacts.simplesite.com / pic.twitter.com/Pib2UzgrU9,,,#guns #immigration #2ndAmendment #SanBernadinoShooting #smart,672544051963514880,https://twitter.com/PAINFULTRUTHDAY/status/672544051963514880
_beanaar,2015-12-02 15:30,0,0,#SanBernadino #SanBernadinoShooting RT @_MarcusD_ : https://twitter.com/_MarcusD_/status/672194207977709569/photo/1 pic.twitter.com/Sexnp7Ujj8,,@_MarcusD_,#SanBernadino #SanBernadinoShooting,672196103991758848,https://twitter.com/_beanaar/status/672196103991758848
Avizzitty,2015-12-03 12:38,0,0,Thinking of the mass casualty victims and their families across the globe and most recently in the #SanBernadinoShooting,,,#SanBernadinoShooting,672515249212227584,https://twitter.com/Avizzitty/status/672515249212227584
randytammy,2015-12-03 14:22,0,0,AP: Syed Rezwan Farook Debated Islam with Co-Worker that He Later Killed http:// fb.me/3Bj7iJPVu,,,,672541395345915905,https://twitter.com/randytammy/status/672541395345915905
jaymcalderon,2015-12-02 13:14,21,5,A policeman at the shell station on waterman is reviewing the surveillance videos here #SanBernadinoShooting pic.twitter.com/1dqFclWzux,,,#SanBernadinoShooting,672161991008501760,https://twitter.com/jaymcalderon/status/672161991008501760
dupui,2015-12-05 18:33,0,0,"Syed + Farook ’s+Family+Doubts+FBI’s+San+Bernardino+Account,+Questions+Sandy+Hook+Shooting http:// bit.ly/1TKRlMo That's y they wanted lawyers",,,,673329355955638272,https://twitter.com/dupui/status/673329355955638272
DailyOfficer,2015-12-02 14:30,3,0,"Target appears to be a ""soft target"" which allowed for quick and clean getaway after the attack. #SanBernadino #SanBernadinoShooting",,,#SanBernadino #SanBernadinoShooting,672181051855343616,https://twitter.com/DailyOfficer/status/672181051855343616
dale42860,2015-12-04 15:08,1,1,"Family Members of Syed Farook Blame Victims for Shooting, Claim They Made fun of his Appearance http://www. youngcons.com/lawyers-and-fa mily-members-of-syed-farook-blame-victims-for-shooting-claim-they-made-fun-of-his-appearance/ … via @youngcons",,@youngcons,,672915323696324608,https://twitter.com/dale42860/status/672915323696324608
redaksigoihsan,2015-12-04 16:31,0,0,"Itu Bukan Islam!: Go Ihsan - Saira Khan, adik dari Syed Rizwan Farook , pria tersangka… http:// goo.gl/fb/wC2mbD",,,,672936187225628673,https://twitter.com/redaksigoihsan/status/672936187225628673
Rage_and_War,2015-12-05 13:03,0,0,Breaking: UPS Package Sent to Syed Farook ’s Apartment http://www. rageandwar.com/?p=54615 pic.twitter.com/ORUlmbzzUN http:// fb.me/1UzzaJM6z,,,,673246229183094784,https://twitter.com/Rage_and_War/status/673246229183094784
agbonkhianmen1,2015-12-07 10:03,0,0,"New photo shows San Benardino shooters, Tashfeen Malik and Syed Rizwan Farook , entering the… http:// dlvr.it/CxgPDx pic.twitter.com/iJuNCoKEpH",,,,673925879823597568,https://twitter.com/agbonkhianmen1/status/673925879823597568
NewUglyAmerican,2015-12-02 15:29,25,20,@peddoc63 here's #POTUS talking points options for #SanBernadinoShooting and whichever #massshooting or #crisis pic.twitter.com/iaCt2Ghvw4,,@peddoc63,#POTUS #SanBernadinoShooting #massshooting #crisis,672195988002508800,https://twitter.com/NewUglyAmerican/status/672195988002508800
epcpotown,2015-12-03 14:04,1,0,WH: We can't jump to conclusions as to motive re: #SanBernadinoShooting WH: Congress needs to act on gun control measures re:same shooting,,,#SanBernadinoShooting,672536864314691585,https://twitter.com/epcpotown/status/672536864314691585
anoshaberkeley,2015-12-04 11:39,0,0,"Tashfeen Malik, 27, and her husband, Syed Rizwan Farook , 28, were killed in a shootout with police hours after... http:// fb.me/2x5QtcPYQ",,,,672862818367094788,https://twitter.com/anoshaberkeley/status/672862818367094788
SurfDaddy99,2015-12-03 03:14,0,1,San Bernardino shooting live updates: Syed Farook and Tashfeen Malik named as suspects in attack that... http:// fw.to/yxIOkAf,,,,672373396361994240,https://twitter.com/SurfDaddy99/status/672373396361994240
ferallike,2015-12-02 13:58,0,0,Did Chief Burguan just say 14 dead on #SanBernadinoShooting press conference?,,,#SanBernadinoShooting,672173079532019714,https://twitter.com/ferallike/status/672173079532019714
ggooooddddoogg,2015-12-03 10:02,0,0,extremely fucked up that the #SanBernadinoShooting guy turned out to be farooq from #WWE pic.twitter.com/ZhD7MAvfpI,,,#SanBernadinoShooting #WWE,672476051298197504,https://twitter.com/ggooooddddoogg/status/672476051298197504
geigernet,2015-12-03 09:18,0,0,"Syed Farook and San Bernardino: MSM narrative fail, CAIR steps in http://www. jihadwatch.org/2015/12/syed-f arook-and-san-bernardino-msm-narrative-fail-cair-steps-in …",,,,672464889634496512,https://twitter.com/geigernet/status/672464889634496512
justinokc,2015-12-02 14:52,0,0,An outside perspective is often quite clarifying..... and damning. #SanBernadinoShooting https:// twitter.com/brianstelter/s tatus/672185080815755264 …,,,#SanBernadinoShooting,672186679562780673,https://twitter.com/justinokc/status/672186679562780673
MCGAHAsDRIVING,2015-12-03 06:08,1,4,A must read. Well done saying what most want to say but are scared. #SanBernadinoShooting #BringItOn https:// twitter.com/boblonsberry/s tatus/672401068140163072 …,,,#SanBernadinoShooting #BringItOn,672417060698398720,https://twitter.com/MCGAHAsDRIVING/status/672417060698398720
bmangh,2015-12-03 11:39,3,0,BREAKING: Male Shooter Syed Farook Apparently Radicalized | Mediaite http://www. mediaite.com/online/breakin g-male-shooter-syed-farook-apparently-radicalized/ …,,,,672500323110543360,https://twitter.com/bmangh/status/672500323110543360
roslagstull,2015-12-02 12:40,0,0,Attacken har alltså skett mitt i barnens julfest. Vidrigt. #SanBernadinoShooting,,,#SanBernadinoShooting,672153456510115840,https://twitter.com/roslagstull/status/672153456510115840
JavelinaBlue,2015-12-04 16:22,0,0,Syed Farook and Malik are not the only recent mass murdering married couple http://www. dailykos.com/story/2015/12/ 3/1456575/-Syad-Farouk-and-Malik-are-not-the-only-recent-mass-murdering-married-couple …,,,,672933977116827649,https://twitter.com/JavelinaBlue/status/672933977116827649
tgee3,2015-12-04 09:43,0,0,@CNN #SanBernadinoShooting what if some 1 is part of the assailants and get evidence outta of there#media taking pics of baby crib#vultures,,@CNN,#SanBernadinoShooting #media #vultures,672833627403608064,https://twitter.com/tgee3/status/672833627403608064
BaiAnNa2014,2015-12-03 10:41,0,0,@HouseFloor@SenateFloor@TGowdySC @SpeakerRyan@NRA How long wazit 2 fire 65+76 rnds by 2ppl #SanBernadinoShooting vs 250+ #SandyHookShooting ?,,@HouseFloor @SenateFloor @TGowdySC @SpeakerRyan @NRA,#SanBernadinoShooting #SandyHookShooting,672485850622636034,https://twitter.com/BaiAnNa2014/status/672485850622636034
americanlaws,2015-12-03 07:49,0,0,#CAIR filled w/ members convicted on terror-related causes How can u take them seriously? http:// bit.ly/1NJvshL #SanBernardino #SyedFarook,,,#CAIR #SanBernardino #SyedFarook,672442647475126272,https://twitter.com/americanlaws/status/672442647475126272
tstewart50,2015-12-04 15:09,0,0,Syed Farook ’s Co-Worker Says Citizens ‘Should Be Armed’ [VIDEO] http:// dailycaller.com/2015/12/04/sye d-farooks-co-worker-says-citizens-should-be-armed-video/ … via @dailycaller,,@dailycaller,,672915730606764033,https://twitter.com/tstewart50/status/672915730606764033
AnmolkDesai,2015-12-08 12:38,0,0,"FBI Looking Into $28,500 Deposit in California Shooters' Account : Source: Syed Rizwan Farook recently took ou... http:// bit.ly/1PW4cNf",,,,674327265610620928,https://twitter.com/AnmolkDesai/status/674327265610620928
sridleythomas,2015-12-03 12:58,3,4,My statement on #SanBernadinoShooting https:// m.facebook.com/story.php?stor y_fbid=1671486276469017&substory_index=0&id=1449542781996702 … @AsmCherylBrown @MarcSteinorth @MikeMorrellGOP @sridleythomas @pdmacfarlane,,@AsmCherylBrown @MarcSteinorth @MikeMorrellGOP @sridleythomas @pdmacfarlane,#SanBernadinoShooting,672520217604456450,https://twitter.com/sridleythomas/status/672520217604456450
DineshDSouza,2015-12-03 08:02,423,509,"Muslims did it--darn, the left was so hoping it was radical Christians going after the local Planned Parenthood #SanBernadinoShooting",,,#SanBernadinoShooting,672445902146035713,https://twitter.com/DineshDSouza/status/672445902146035713
VeggieNinja23,2015-12-02 15:59,0,1,Second suspect pulled out of car. #SanBernadino #SanBernadinoShooting pic.twitter.com/ti2DJNGSvl,,,#SanBernadino #SanBernadinoShooting,672203494909054976,https://twitter.com/VeggieNinja23/status/672203494909054976
EKH2016,2015-12-04 09:17,0,0,Wife in California sheds lite on #SanBernadinoShooting the threat from within is real: http:// m.washingtontimes.com/news/2015/aug/ 27/eric-ham-isis-within-us-borders/ …,,,#SanBernadinoShooting,672827075053625345,https://twitter.com/EKH2016/status/672827075053625345
leJDD,2015-12-06 06:12,1,1,"Etats-Unis: qui sont Tashfeen Malik et Syed Farook , les deux terroristes de San Bernardino? http://www. lejdd.fr/International/ USA/Etats-Unis-qui-sont-Tashfeen-Malik-et-Syed-Farook-les-deux-terroristes-de-San-Bernardino-762821 … pic.twitter.com/LutSTrzGgs",,,,673505203962777602,https://twitter.com/leJDD/status/673505203962777602
bgot62,2015-12-03 04:32,0,0,"@polandmary21 @ChrisCuomo @cnni "" @ChrisCuomo @CNNI When was last #gunsense LAW passed CONGRESS n2 LAW n USA?"" 1776! #SanBernadinoShooting",,@polandmary21 @ChrisCuomo @cnni @ChrisCuomo @CNNI,#gunsense #SanBernadinoShooting,672392955412353024,https://twitter.com/bgot62/status/672392955412353024
LibertyNow10,2015-12-03 08:03,0,0,Doug Schoen solution to #SanBernadinoShooting is gun control & more spying & conservatives giving in to liberal left @FoxNews,,@FoxNews,#SanBernadinoShooting,672446016831021056,https://twitter.com/LibertyNow10/status/672446016831021056
UnofficialKelly,2015-12-05 14:02,0,0,#FoxNews Breaking: #UPS Package Sent to #Syed _ Farook ’s Apartment: Author: Jim Hoft The… http:// megynkelly.org/18590/breaking -ups-package-sent-to-syed-farooks-apartment/ … pic.twitter.com/Wj0WgvxTZs,,,#FoxNews #UPS #Syed,673261151321362432,https://twitter.com/UnofficialKelly/status/673261151321362432
lecomaxnews,2015-12-07 11:12,0,0,"Sur #Yelp , la note de l’avocat qui représente la famille de #SyedFarook s’effondre. #SanBernardino ( @moneyries )… pic.twitter.com/UIInB3MvRA",,@moneyries,#Yelp #SyedFarook #SanBernardino,673943192824242176,https://twitter.com/lecomaxnews/status/673943192824242176
KaciHildebrand,2015-12-03 12:03,0,0,San Bernardino Shooting -- Parents Divorced this Year ... Dad Spent Time in Pakistan: The parents of Syed Farook … http:// j.mp/1Nsv0xW,,,,672506380125757440,https://twitter.com/KaciHildebrand/status/672506380125757440
AnimalConnected,2015-12-04 10:19,0,0,Reliable sources confirming ISIS connection to the #SanBernadinoShooting Any one else hearing this from news?,,,#SanBernadinoShooting,672842721648754688,https://twitter.com/AnimalConnected/status/672842721648754688
JoanneRAbiraj,2012-07-21 11:42,0,0,“ @cnnbrk : Woman who escaped Toronto shooting last month has died in #Colorado #theatershooting http:// on.cnn.com/LxX97z ” that's sad.,,@cnnbrk,#Colorado #theatershooting,226749006880059392,https://twitter.com/JoanneRAbiraj/status/226749006880059392
Manuelgcmx,2012-07-24 04:20,0,0,@HippieVoodooVal Lets get #DarkKnightRises star Christian Bale to visit #Aurora #TheaterShooting .Sign. https://www. change.org/petitions/chri stian-bale-batman-visit-the-children-victims-of-the-theater-shooting?share_id=IMEtuMqgbU&utm_campaign=petition_page&utm_medium=twitter&utm_source=share_petition&utm_source=share_petition&utm_medium=twitter … #BaleOutAurora,,@HippieVoodooVal,#DarkKnightRises #Aurora #TheaterShooting #BaleOutAurora,227724888117489664,https://twitter.com/Manuelgcmx/status/227724888117489664
MilthonMarin,2012-07-23 15:34,0,0,#ALaHoradelTé Que se presente James Holmes en el Congreso de la República y #PDNT,,,#ALaHoradelT #PDNT,227532209932877824,https://twitter.com/MilthonMarin/status/227532209932877824
AndreOstgaard,2012-07-21 13:38,0,0,James Holmes er en syk kar... http:// mashable.com/2012/07/21/jam es-holmes-adultfriendfinder/ …,,,,226778158635048960,https://twitter.com/AndreOstgaard/status/226778158635048960
Vince_Cestone,2012-07-22 07:28,0,0,Curious to know about the alleged movie theatre mass-killer James Holmes ? Tune into @nbcbayarea #TODAYINTHEBAY in for a possible local tie.,,@nbcbayarea,#TODAYINTHEBAY,227047348394676225,https://twitter.com/Vince_Cestone/status/227047348394676225
MGIFINC,2012-07-24 14:53,0,0,“Joker” James Holmes ; He's never had a girlfriend. Do you think a man who has never had a girlfriend and is 24 is strange? . . .,,,,227884117293953024,https://twitter.com/MGIFINC/status/227884117293953024
pinky_corpse,2012-07-26 08:16,0,0,Ya andan diciendo que James Holmes es ateo y por eso hizo lo que hizo; pues Anders Behring Breivik era cristiano. Sólo un comentario...,,,,228509101083222017,https://twitter.com/pinky_corpse/status/228509101083222017
GioBenitez,2012-07-23 22:05,3,0,The @AP put together this photo compilation showing the expressions of #TheaterShooting suspect James Holmes in court. pic.twitter.com/8QQQ1dsa,,@AP,#TheaterShooting,227630683500195840,https://twitter.com/GioBenitez/status/227630683500195840
bheavenly,2012-07-20 16:08,0,0,A closer look at Aurora shooting suspect James Holmes : The man suspected of shooting 71 people was a neuroscienc... http:// usat.ly/PmJ1zU,,,,226453507639762945,https://twitter.com/bheavenly/status/226453507639762945
Freudenheim,2012-07-22 13:27,0,0,Former Jewish Camp Staffer worked closely with James Holmes | Jewish Journal http://www. jewishjournal.com/articles/item/ former_jewish_camp_staffer_worked_closely_with_james_holmes_20120722/ … via @jewishjournal,,@jewishjournal,,227137864708800512,https://twitter.com/Freudenheim/status/227137864708800512
CNNSotu,2012-07-21 07:08,2,0,Sunday on @cnnsotu : the latest on the #theatershooting with Colorado Gov @hickforco at 9aET & Noon ET on #CNN,,@cnnsotu @hickforco,#theatershooting #CNN,226680137289179136,https://twitter.com/CNNSotu/status/226680137289179136
JeremyHL,2012-07-20 16:11,1,0,RT @TMZ : James Holmes -- Cops Investigating Sex Site Profile http:// tmz.me/Mens4q pic.twitter.com/NOQJi9X7,,@TMZ,,226454297875980288,https://twitter.com/JeremyHL/status/226454297875980288
HuffPost,2012-07-21 08:45,21,8,Colorado #theatershooting victims' stories in their own words http:// huff.to/NnAXDj,,,#theatershooting,226704357331202048,https://twitter.com/HuffPost/status/226704357331202048
victimologie,2012-07-25 14:33,0,0,Tuerie d'Aurora: James Holmes est-il fou ou se fait-il passer pour fou? - 20minutes.fr -... http:// fb.me/29BPHGuLu,,,,228241685447057408,https://twitter.com/victimologie/status/228241685447057408
tasteofaz,2012-07-24 11:35,0,0,James Holmes Received $26K Grant From Bethesda-Based National Institutes of Health « CBS DC http:// cbsloc.al/QyqV2H,,,,227834511646420992,https://twitter.com/tasteofaz/status/227834511646420992
priscillahhh,2012-07-21 16:46,0,0,James Holmes is a suspect? O_o,,,,226825600940244992,https://twitter.com/priscillahhh/status/226825600940244992
beckygarcia,2012-07-21 20:01,0,0,RT @Lunsfuhd : I fully support the idea of Bale visiting the hospitalized victims #tdkr #warnerbros #theatershooting https://twitter.com/paynemadison15/status/226478949750947841/photo/1 pic.twitter.com/EtIUAhcw,,@Lunsfuhd,#tdkr #warnerbros #theatershooting,226874456394571776,https://twitter.com/beckygarcia/status/226874456394571776
TelegraphNews,2012-07-20 13:49,21,3,Batman cinema shooting: James Holmes 'told police he was the Joker' http:// tgr.ph/ONhKoR,,,,226418462954778625,https://twitter.com/TelegraphNews/status/226418462954778625
_abo,2012-07-22 08:30,0,0,"Dopo ""la maschera antigas come Bane"", siamo passati a "" James Holmes aveva i capelli tinti di rosso come il Joker"". #wtf",,,#wtf,227062952388337664,https://twitter.com/_abo/status/227062952388337664
altechnology,2012-07-21 13:29,0,0,‘Will you visit me in prison?’ Asks James Holmes on Adult Sex Profile http:// dlvr.it/1tjWLz #Uncategorized #JamesHolmes #aurorashooting,,,#Uncategorized #JamesHolmes #aurorashooting,226775880767246336,https://twitter.com/altechnology/status/226775880767246336
BuzzrankCurator,2012-07-21 13:35,0,0,'Will you visit me in prison?' Asks James Holmes on Adult Sex Profile http:// bit.ly/QlmHLC http:// bit.ly/bzzcur,,,,226777387319308288,https://twitter.com/BuzzrankCurator/status/226777387319308288
JusDOEit,2012-07-24 23:05,1,0,""" @AsmaIsDope : psychologist say James Holmes goofy behavior is a sign of him faking it""reaal talk !!! Da mans a scientist smh he ain't dum",,@AsmaIsDope,,228008043097513984,https://twitter.com/JusDOEit/status/228008043097513984
JohnG500,2012-07-21 14:47,0,0,"#CountYourBlessings , give your all in everything you do, & treat others like you want to be treated! #TheaterShooting #WorldPeace",,,#CountYourBlessings #TheaterShooting #WorldPeace,226795575167840256,https://twitter.com/JohnG500/status/226795575167840256
emiliamoorales,2012-07-20 14:26,0,0,donde estaba batman para salvar a las victimas de colorado del joker! #theatershooting,,,#theatershooting,226427911404650496,https://twitter.com/emiliamoorales/status/226427911404650496
AnaCabrera,2012-07-21 05:42,0,0,#TheaterShooting is changing how a lot of movie theaters are doing business... several are banning costumes!,,,#TheaterShooting,226658467002322944,https://twitter.com/AnaCabrera/status/226658467002322944
ShellyMooreBB13,2012-07-20 15:45,7,0,Please stop mentioning the shooter. How can he trend? Don't give him your time. #AuroraColorado #TheaterShooting,,,#AuroraColorado #TheaterShooting,226447744817045505,https://twitter.com/ShellyMooreBB13/status/226447744817045505
OPINIONLATINA,2012-07-21 11:09,0,0,"Colorado Police Seek to Enter Home of Shooting Suspect, James Holmes http:// dlvr.it/1thd95",,,,226740585061552128,https://twitter.com/OPINIONLATINA/status/226740585061552128
chocolatte184,2012-07-22 07:21,0,0,"#TheaterShooting brown person/terrorist, black person/thug, white person/mental illness! SMDH!",,,#TheaterShooting,227045798905528320,https://twitter.com/chocolatte184/status/227045798905528320
DianaV_Oasis,2012-07-25 14:04,0,0,James Holmes evitaba las redes sociales mientras que la hermana de Xóchitl Gálvez publicaba en FB su amorío con el secuestrador de Tolmex.,,,,228234395008512001,https://twitter.com/DianaV_Oasis/status/228234395008512001
SadittyACEKitty,2012-07-22 17:15,0,0,What's to compare? RT @BluCanon : More #SuperBlack people comparing the #TheaterShooting to #TrayvonMartin . *smh*,,@BluCanon,#SuperBlack #TheaterShooting #TrayvonMartin,227195185791107072,https://twitter.com/SadittyACEKitty/status/227195185791107072
anuchampion,2012-07-23 09:08,0,0,RT @cnnbrk : RT @CNNLive: Arapahoe Co. DA talks to reporters after #Colorado #theatershooting suspect #JamesHolmes ... http:// m.tmi.me/tZTAk,,@cnnbrk @CNNLive,#Colorado #theatershooting #JamesHolmes,227434993180356608,https://twitter.com/anuchampion/status/227434993180356608
tombro2,2012-07-20 16:36,0,0,James Holmes ? Solitary for life...!!! Death sentence too humane.,,,,226460548252975104,https://twitter.com/tombro2/status/226460548252975104
CNNgo,2012-07-23 09:04,41,6,Arapahoe Co. DA talks to reporters after #Colorado #theatershooting suspect #JamesHolmes appeared in court. Live: http:// on.cnn.com/cnndcl1,,,#Colorado #theatershooting #JamesHolmes,227433959238299648,https://twitter.com/CNNgo/status/227433959238299648
Heidieufo385,2012-07-24 14:56,0,0,"For every R-T this gets, $1 will be donated to the 5 sets of kids who's parents were killed in the James Holmes , Colorado #TheatreShooting",,,#TheatreShooting,227884871215890432,https://twitter.com/Heidieufo385/status/227884871215890432
TuckerClark26,2012-07-20 15:42,10,2,Heath Ledger is the Joker. Not you. You sick twisted son of a bitch. #TheaterShooting . #PrayersForAurora,,,#TheaterShooting #PrayersForAurora,226447038173286401,https://twitter.com/TuckerClark26/status/226447038173286401
INGLEWOODSTU,2012-07-24 06:39,0,0,Have u seen this dude JAMES HOLMES n Court?...this FOOL LOOKS LIKE A SUPER PSYCHO!!!!!,,,,227760037857218561,https://twitter.com/INGLEWOODSTU/status/227760037857218561
MC2FRESH,2012-07-21 11:22,2,0,"If James Holmes was Arab, the shooting would be 'terrorism'. If he was Black, he'd be a 'thug'. But he's White, so it's a 'mental illness'.",,,,226743872607375363,https://twitter.com/MC2FRESH/status/226743872607375363
Acertijo,2012-07-23 16:40,0,0,"""If James Holmes isn't executed, Colorado may as well throw away its death penalty law"" http://www. reuters.com/article/2012/0 7/23/us-usa-shooting-denver-court-idUSBRE86M0V420120723 …",,,,227548835940020224,https://twitter.com/Acertijo/status/227548835940020224
colmjackson,2012-07-24 14:54,0,2,Christian Bale meeting with Aurora #theatershooting victim Carey Rottman. pic.twitter.com/ang692t http:// bit.ly/OXswJi (via @BreakingNews ),,@BreakingNews,#theatershooting,227884455719747585,https://twitter.com/colmjackson/status/227884455719747585
robertbanks__,2012-07-21 12:18,1,0,@Mr_Touch_n_Bust you gone need more than that when James Holmes come up in that bit lol,,@Mr_Touch_n_Bust,,226758048025292801,https://twitter.com/robertbanks__/status/226758048025292801
BearBechteli,2012-07-25 20:47,0,0,So glad to hear that Christian Bale went to see the #theatershooting victims.,,,#theatershooting,228335597104820224,https://twitter.com/BearBechteli/status/228335597104820224
LaRevistaMN,2012-07-25 10:25,0,0,"El asesino del cine de Aurora busca desesperadamente una novia: James Holmes , el presunto asesino d... http:// bit.ly/O9jVZn #larevistamn",,,#larevistamn,228179210966016001,https://twitter.com/LaRevistaMN/status/228179210966016001
danmc2,2012-07-23 09:03,0,0,Denver DA denies the case against Holmes is a slam dunk case. #theatershooting,,,#theatershooting,227433689783623680,https://twitter.com/danmc2/status/227433689783623680
jjovan68,2012-07-22 16:32,0,0,Слободна зона - James Holmes http://www. slobodnazona.info/index.php/2-un categorised/7424 …,,,,227184414663274497,https://twitter.com/jjovan68/status/227184414663274497
Erockstar_ber,2012-07-20 15:34,1,2,James Holmes deserves death penalty. #PrayingForColorado,,,#PrayingForColorado,226444985074061312,https://twitter.com/Erockstar_ber/status/226444985074061312
GeoffreyAnimal,2012-07-21 14:26,0,0,I just heard james holmes had a copy of 50 shaded in his back pocket,,,,226790151328776192,https://twitter.com/GeoffreyAnimal/status/226790151328776192
ibragimov_said,2012-07-22 05:53,0,0,#theatershooting майл ру игры для мальчиков http:// rabota-mne2.ru/mayl-ru-igry-d lya-malchikov.html … #FavoriteLinesInClass,,,#theatershooting #FavoriteLinesInClass,227023606549471232,https://twitter.com/ibragimov_said/status/227023606549471232
AlexaShrugged,2012-07-24 22:24,3,0,James Holmes Received $26K Federal Grant http:// cbsloc.al/MVLErI What would Obama say about the role of govt here?,,,,227997747461099520,https://twitter.com/AlexaShrugged/status/227997747461099520
kthalps,2012-07-23 13:52,2,0,"""politicians have been politically castrated by NRA... We are complicit if we don't stand up & speak out"" - Rep @Jim_Moran #TheaterShooting",,@Jim_Moran,#TheaterShooting,227506371569012736,https://twitter.com/kthalps/status/227506371569012736
UncleKorm,2012-07-22 23:46,0,0,"I really am sick of seeing the @CNN @piersmorgan #TheaterShooting ""what was he thinking?"" ads ~ you are losing this viewer",,@CNN @piersmorgan,#TheaterShooting,227293670687268864,https://twitter.com/UncleKorm/status/227293670687268864
newsch,2012-07-25 18:18,0,0,"Kino-Massaker von Aurora: Täter schickte Mordpläne an Uni: James Holmes , der Todesschütze von Co... http:// bit.ly/OGTc16 by 20minuten.ch",,,,228298202951073792,https://twitter.com/newsch/status/228298202951073792
OklahomaBuff,2012-07-22 12:20,0,0,"""12 crosses stand in honor of victims. #theatershooting @9NEWS @WTSP10News pic.twitter.com/ct2KcFs6 """,,@9NEWS @WTSP10News,#theatershooting,227121013488492547,https://twitter.com/OklahomaBuff/status/227121013488492547
_meliew_,2012-07-21 10:04,0,0,James Holmes Confirmed as Client on Adult Dating Site: An X-rated dating site has confirmed that suspected Color... http:// bit.ly/Pt1Dht,,,,226724338991239168,https://twitter.com/_meliew_/status/226724338991239168
luan4thenguyen,2012-07-22 12:52,0,0,"So how many people googled the Colorado shooter and looked up John Holmes instead of James Holmes ? It's ok, you can be honest.",,,,227129106138013697,https://twitter.com/luan4thenguyen/status/227129106138013697
